id,name,position,team,draft_year,twitter_username,stats_id,weight,college,draft_round,height,rotoworld_id,nfl_id,espn_id,birthdate,status,may_16_value,trend,may_16,apr_16_value,apr_16,mar_16_value,mar_16,feb_16_value,feb_16,jan_16_value,jan_16,dec_15_value,dec_15,nov_15_value,nov_15,oct_15_value,oct_15,sept_15_value,sept_15
9881,Eric Decker,WR,DEN,2010,EricDecker87,24062,214,Minnesota,3,75,5819,ericdecker/497284,13271,542782800,0,2431,-6.2,69.1,2242,69.2,2976,62.9,2976,69.0,3098,63.0,2745,68.5,2335,71.0,2068,76.0,1690,86.0
7877,Frank Gore,RB,SFO,2005,0,7241,217,Miami (Fla.),3,69,3205,frankgore/2506404,8479,421736400,0,253,48.3,165.3,100,204.8,147,213.6,169,221.5,286,183.5,568,150.0,524,143.0,999,112.0,1656,87.0
12162,Matt Jones,RB,WAS,2015,0,28483,231,Florida,3,74,10493,mattjones/2552635,2980105,721976400,0,2242,13.8,75.3,1725,80.9,1725,89.1,1986,88.0,2531,73.0,2745,68.5,2154,74.0,2154,74.0,1623,88.0
10018,Pick 18,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,455,-10.6,142.7,428,142.7,723,132.1,960,122.3,1870,88.0,1870,88.0,1623,88.0,1623,88.0,1623,88.0
11250,Tyler Eifert,TE,CIN,2013,EiferTy85,26644,250,Notre Dame,1,78,8408,tylereifert/2540148,15788,652770000,0,4548,2.5,40.4,3792,49.0,4548,42.9,5134,40.5,6412,27.5,5796,34.5,4111,45.0,3569,51.0,1591,89.0
10050,2017 2nd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,654,8.9,127.5,615,127.5,681,136.4,850,128.9,1796,90.0,1796,90.0,1559,90.0,1559,90.0,1559,90.0
10735,Brian Quick,WR,STL,2012,WORKAHOLIC_BQ,25743,218,Appalachian State,2,75,7477,brianquick/2532933,14914,613026000,0,42,-34.9,239.4,41,240.5,195,204.5,243,198.5,395,166.5,437,159.0,411,155.0,800,123.0,1559,90.0
11247,Zach Ertz,TE,PHI,2013,ZERTZ_86,26658,250,Stanford,2,77,8409,zachertz/2540158,15835,658213200,0,1623,-8.4,85.7,1467,85.7,2288,77.3,2383,79.0,2068,80.5,1223,109.5,1300,99.0,1381,96.0,1528,91.0
10019,Pick 19,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,428,-7.2,143.6,419,143.6,681,136.4,850,128.9,1656,92.0,1760,92.0,1497,92.0,1497,92.0,1497,92.0
10303,Shane Vereen,RB,NEP,2011,ShaneVereen34,24843,205,California,2,70,6445,shanevereen/2495473,14017,604818000,0,159,-3.3,187.3,150,186.4,297,184.0,258,195.0,641,142.0,455,157.5,753,126.0,641,133.0,1497,92.0
10289,Torrey Smith,WR,BAL,2011,TorreySmithWR,24845,205,Maryland,2,72,6442,torreysmith/2495459,14032,601794000,0,545,11.9,136.6,233,167.6,568,148.5,695,144.5,579,146.5,800,133.5,868,119.0,1084,108.0,1467,93.0
11640,Teddy Bridgewater,QB,MIN,2014,teddyb_h2o,27560,215,Louisville,1,74,9274,teddybridgewater/2543465,16728,718693200,0,215,-8.6,175.3,166,183.5,428,166.7,524,160.5,723,135.5,769,135.5,784,124.0,979,113.0,1438,94.0
11697,Austin Seferian-Jenkins,TE,TBB,2014,0,27566,262,Washington,2,77,9400,austinseferian-jenkins/2543683,16795,717742800,0,1438,-2.6,90.4,1300,92.8,1760,87.8,1947,89.0,2288,77.0,2383,76.5,2288,72.0,1760,84.0,1409,95.0
11677,Donte Moncrief,WR,IND,2014,0,27618,222,Mississippi,3,74,9427,dontemoncrief/2543614,16791,744613200,0,5914,5.3,27.3,5346,30.3,5455,32.7,5796,29.5,5914,31.0,6676,27.0,6158,25.0,5796,28.0,1381,96.0
10020,Pick 20,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,403,-6.1,146.8,379,146.8,628,140.7,723,140.2,1528,96.0,1656,96.0,1381,96.0,1381,96.0,1381,96.0
10372,Julius Thomas,TE,DEN,2011,Julius_Thomas,24916,260,Portland St.,4,77,6598,juliusthomas/2495353,14204,583390800,0,868,-2.3,116.6,833,112.1,1062,114.3,1128,117.0,1467,99.0,1467,101.0,1274,100.0,1300,99.0,1353,97.0
10352,Jordan Cameron,TE,CLE,2011,0,24889,260,USC,4,77,6572,jordancameron/2495267,14189,586933200,0,85,-0.9,210.3,65,220.0,166,209.4,203,208.0,568,147.0,568,150.0,568,139.0,1908,80.0,1326,98.0
9851,Ryan Mathews,RB,SDC,2010,rmathews24,23987,220,Fresno State,1,72,5603,ryanmathews/497188,13204,560840400,0,922,37.7,112.7,483,138.8,545,150.3,628,151.0,833,129.0,1084,117.5,1084,108.0,568,139.0,1300,99.0
10021,Pick 21,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,395,-4.6,147.3,364,147.3,615,142.7,681,146.0,1438,100.0,1497,100.0,1274,100.0,1274,100.0,1274,100.0
12179,Jaelen Strong,WR,HOU,2015,JaelenStrong,28458,217,Arizona State,3,74,10287,0,3043263,759474000,0,297,-57.0,159.0,769,117.5,1353,102.0,1656,99.0,1559,95.5,1353,104.5,1223,102.0,1106,107.0,1274,100.0
7401,Ben Roethlisberger,QB,PIT,2004,0,6770,241,Miami (Ohio),1,77,1181,benroethlisberger/2506109,5536,383893200,0,1175,2.0,99.8,960,107.3,1381,101.8,1409,106.5,1591,93.5,1326,106.5,941,115.0,2027,77.0,1248,101.0
11758,Cody Latimer,WR,DEN,2014,CodyLatimer14,27584,215,Indiana,2,74,9535,codylatimer/2543590,16793,718693200,0,47,-32.2,234.4,31,247.5,199,202.3,215,205.0,419,164.5,357,169.0,207,187.0,303,168.0,1223,102.0
11754,Brandon Coleman,WR,FA,2014,0,27921,225,Rutgers,0,78,9412,brandoncoleman/2550328,17127,709189200,0,117,-22.0,199.3,243,167.2,329,177.3,162,225.5,310,180.5,187,205.0,65,242.0,483,147.0,1199,103.0
10960,Josh Gordon,WR,FA,2012,JOSH_GORDONXII,26561,225,Baylor,0,75,8282,joshgordon/2537931,15705,671518800,0,1947,-51.4,79.0,5914,26.4,5796,27.6,6158,25.5,4195,46.0,3428,59.5,2431,69.0,1623,88.0,1175,104.0
10022,Pick 22,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,379,-5.2,148.9,350,148.9,591,143.8,568,156.6,1381,104.0,1381,104.0,1175,104.0,1175,104.0,1175,104.0
7873,Vincent Jackson,WR,SDC,2005,VincentTJackson,7237,230,Northern Colorado,2,77,3202,vincentjackson/2506400,8475,411368400,0,207,33.6,176.7,80,215.3,162,210.3,248,198.0,195,201.5,579,149.0,556,140.0,1041,110.0,1151,105.0
11650,Tre Mason,RB,STL,2014,0,27603,207,Auburn,3,68,9318,tremason/2543502,16784,744613200,0,37,-23.1,245.2,45,237.5,125,222.1,215,205.0,513,152.5,286,184.5,291,170.0,738,127.0,1128,106.0
11200,Joseph Randle,RB,DAL,2013,JRAN_1,26774,210,Oklahoma State,5,72,8395,josephrandle/2540171,16013,693982800,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,43,295.0,67,267.5,35,300.0,1591,89.0,1106,107.0
10054,2018 2nd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,291,11.1,159.4,280,159.4,379,170.5,513,161.1,1199,108.0,1274,108.0,1084,108.0,1084,108.0,1084,108.0
10023,Pick 23,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,336,5.4,153.8,310,153.8,473,159.2,473,168.4,1199,108.0,1274,108.0,1084,108.0,1084,108.0,1084,108.0
9431,Matthew Stafford,QB,DET,2009,Staff_9,9265,226,Georgia,1,75,5132,matthewstafford/79860,12483,571208400,0,303,22.9,158.0,229,169.8,310,180.9,379,180.5,709,136.0,628,146.0,286,171.0,603,136.0,1084,108.0
11660,Devonta Freeman,RB,ATL,2014,0,27631,206,Florida State,4,68,9423,devontafreeman/2543583,16944,700635600,0,5796,1.9,27.6,5239,30.5,5680,29.5,6035,27.5,6951,22.0,7690,19.5,6812,20.0,2583,66.0,1062,109.0
9250,Pierre Garcon,WR,IND,2008,PierreGarcon,8982,216,Mount Union,6,72,4945,pierregarcon/2346,11439,523861200,0,83,-32.3,210.5,153,186.0,316,178.2,428,172.5,483,155.0,357,169.0,445,151.0,833,121.0,1041,110.0
11653,Bishop Sankey,RB,TEN,2014,0,27582,209,Washington,2,70,9408,bishopsankey/2543682,16794,716533200,0,18,-37.0,277.3,19,265.3,90,240.3,102,248.5,343,173.5,224,196.0,233,181.0,723,128.0,1020,111.0
10024,Pick 24,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,329,12.6,154.2,303,154.2,419,166.8,445,171.3,1128,112.0,1199,112.0,999,112.0,999,112.0,999,112.0
12163,Josh Robinson,RB,IND,2015,0,28593,221,Mississippi State,6,68,10578,0,2577419,714632400,0,4,0.0,325.0,5,311.5,8,325.0,14,325.0,12,350.0,12,350.0,35,300.0,753,126.0,999,112.0
7393,Larry Fitzgerald,WR,ARI,2004,LarryFitzgerald,6762,218,Pittsburgh,1,75,1661,larryfitzgerald/2506106,5528,431154000,0,1199,2.1,98.9,1062,102.1,1409,101.0,1353,108.0,1908,86.0,2583,72.5,2068,76.0,2801,62.0,979,113.0
11761,Jerick McKinnon,RB,MIN,2014,0,27624,205,Georgia Southern,3,69,9651,jerickmckinnon/2543715,16782,704869200,0,903,-3.3,114.0,885,110.3,1175,110.7,1128,117.0,1274,106.0,784,134.0,503,145.0,903,117.0,960,114.0
12140,Jameis Winston,QB,TBB,2015,Jaboowins,28389,231,Florida State,1,76,9376,0,2969939,757832400,0,2068,10.9,76.8,1497,85.4,1796,87.8,1986,88.0,2335,76.5,2111,82.0,1908,80.0,1223,102.0,941,115.0
10025,Pick 25,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,274,14.3,160.8,274,160.8,350,175.1,387,179.0,1062,116.0,1106,116.0,922,116.0,922,116.0,922,116.0
11227,Kenny Stills,WR,NOS,2013,KSTiLLS,26767,198,Oklahoma,5,72,8482,kennystills/2540202,16016,703918800,0,38,-45.8,243.1,38,241.8,224,197.3,229,202.5,243,194.0,233,195.0,316,166.0,411,155.0,922,116.0
11870,Jeff Janis,WR,GBP,2014,0,27764,219,Saginaw Valley,7,75,9719,jeffjanis/2543750,16960,676443600,0,411,-4.8,145.3,464,139.9,641,140.4,784,134.0,303,181.5,263,188.0,220,184.0,238,180.0,903,117.0
10080,Victor Cruz,WR,FA,2010,TeamVic,24553,204,Massachusetts,0,72,6313,victorcruz/2507855,13553,532069200,0,88,35.4,209.8,64,222.3,78,245.3,141,230.0,169,210.0,286,184.5,243,179.0,357,161.0,885,118.0
12141,Marcus Mariota,QB,TEN,2015,0,28390,222,Oregon,1,76,9385,marcusmariota/2552466,2576980,751957200,0,1326,8.3,92.3,1106,98.3,1438,100.7,1591,101.0,1528,96.0,1300,107.5,922,116.0,1690,86.0,868,119.0
10026,Pick 26,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,224,2.5,172.8,211,172.8,343,175.3,379,180.5,960,120.0,1020,120.0,850,120.0,850,120.0,850,120.0
7260,Tony Romo,QB,FA,2003,0,6624,230,Eastern Illinois,0,74,2730,tonyromo/2505354,5209,325141200,0,138,20.7,191.7,122,197.7,153,212.3,211,206.5,203,200.0,395,164.5,329,165.0,127,210.0,850,120.0
12161,Cameron Artis-Payne,RB,CAR,2015,0,28562,220,Auburn,5,70,10364,0,3043097,646117200,0,133,-18.4,193.1,133,192.4,357,174.7,524,160.5,833,129.0,579,149.0,419,154.0,493,146.0,833,121.0
11229,Markus Wheaton,WR,PIT,2013,twheat002,26702,182,Oregon State,3,71,8406,markuswheaton/2539291,15873,665902800,0,695,34.6,126.8,437,142.6,455,161.3,545,158.5,817,129.5,253,191.5,52,253.0,229,182.0,817,122.0
4925,Drew Brees,QB,SDC,2001,drewbrees,5479,209,Purdue,2,72,591,drewbrees/2504775,2580,285224400,0,800,31.4,120.8,445,141.5,534,152.2,667,146.5,667,139.5,885,128.5,654,132.0,464,149.0,800,123.0
10027,Pick 27,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,187,11.6,178.6,176,178.6,269,190.2,357,182.9,903,124.0,960,124.0,784,124.0,784,124.0,784,124.0
10742,Dwayne Allen,TE,IND,2012,Dallen83,25774,265,Clemson,3,75,7452,dwayneallen/2533046,14901,635835600,0,419,43.2,144.5,371,147.0,291,187.7,310,188.0,238,195.0,419,160.5,455,150.0,445,151.0,784,124.0
12206,Maxx Williams,TE,BAL,2015,williams_maxx,28443,250,Minnesota,2,76,10298,0,2970726,766126800,0,534,-2.0,139.0,473,139.0,667,137.0,753,137.5,999,118.5,641,145.0,473,148.0,556,140.0,769,125.0
9898,LeGarrette Blount,RB,FA,2010,LG_Blount,24318,250,Oregon,0,72,5854,legarretteblount/497149,13213,534142800,0,57,44.3,228.8,7,300.5,44,273.1,53,282.0,159,216.5,493,155.5,493,146.0,379,158.0,753,126.0
12264,Zach Zenner,RB,FA,2015,0,28887,222,South Dakota State,0,71,10429,0,2521161,684738000,0,106,-29.5,201.2,179,178.3,364,171.7,350,183.5,336,174.5,258,190.5,258,176.0,503,145.0,738,127.0
5848,Tom Brady,QB,NEP,2000,0,5228,225,Michigan,6,76,1163,tombrady/2504211,2330,239432400,0,709,-3.0,123.8,784,116.6,885,120.8,1175,115.0,1326,105.0,1796,90.0,1497,92.0,1409,95.0,723,128.0
10028,Pick 28,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,172,10.6,184.4,162,184.4,253,195.0,286,191.7,850,128.0,903,128.0,723,128.0,723,128.0,723,128.0
12257,Chris Conley,WR,KCC,2015,_Flight_31,28464,205,Georgia,3,75,10432,chrisconley/2552652,2578533,719989200,0,387,-26.0,147.7,493,138.2,868,121.7,1128,117.0,960,120.0,1062,118.0,999,112.0,654,132.0,709,129.0
10058,2019 2nd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,120,13.9,199.2,117,199.2,150,213.1,233,201.4,800,129.6,868,129.6,695,129.6,695,129.6,695,129.6
10812,Ronnie Hillman,RB,DEN,2012,MrHillman2U,25777,195,San Diego St.,3,70,7440,ronniehillman/2533437,14895,684824400,0,13,-76.5,288.5,62,224.1,156,212.0,179,214.0,1041,116.5,1438,101.5,1467,93.0,1248,101.0,681,130.0
9269,Stevie Johnson,WR,BUF,2008,StevieJohnson13,9001,207,Kentucky,7,74,4962,stevejohnson/768,11458,522392400,0,24,-4.0,262.0,24,254.5,57,258.0,238,199.5,322,177.0,125,230.0,35,300.0,513,144.0,667,131.0
11695,Eric Ebron,TE,DET,2014,Ebron85,27538,255,North Carolina,1,76,9390,ericebron/2543466,16732,734418000,0,1656,10.1,85.2,1084,98.4,1497,95.3,1760,95.0,1760,90.5,2027,85.0,2531,67.0,1559,90.0,654,132.0
10029,Pick 29,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,166,9.7,185.6,159,185.6,243,195.3,280,192.4,753,132.0,833,132.0,654,132.0,654,132.0,654,132.0
10725,Rueben Randle,WR,NYG,2012,RuebenRandle,25773,208,LSU,2,74,7468,ruebenrandle/2533533,14911,673592400,0,156,-27.5,188.3,147,187.2,464,160.8,603,152.0,603,145.5,545,151.0,681,130.0,922,116.0,641,133.0
10738,Marvin Jones,WR,CIN,2012,MarvinJonesJr,25876,198,California,5,74,7503,marvinjones/2532884,15072,637218000,0,1559,4.3,88.8,1199,95.7,1591,93.0,1690,98.0,1151,111.0,1248,108.5,1128,106.0,1128,106.0,628,134.0
11211,Terrance Williams,WR,DAL,2013,TerranceWill2,26697,208,Baylor,3,74,8401,terrancewilliams/2539205,15878,622098000,0,63,6.0,223.6,36,242.0,113,229.6,122,235.0,316,180.0,322,177.5,297,169.0,709,129.0,615,135.0
10030,Pick 30,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,144,14.2,191.4,135,191.4,191,205.6,253,195.9,709,136.0,753,136.0,603,136.0,603,136.0,603,136.0
9817,Sam Bradford,QB,STL,2010,0,23976,224,Oklahoma,1,76,5161,sambradford/497095,13197,563346000,0,15,-46.2,284.0,40,241.0,96,237.8,63,275.5,211,199.0,159,212.5,138,206.0,211,186.0,603,136.0
11194,Knile Davis,RB,KCC,2013,BoobieKnile_Era,26719,227,Arkansas,3,70,8467,kniledavis/2540178,15832,686638800,0,7,-17.9,304.5,4,315.0,34,286.6,19,316.5,135,227.0,92,251.0,85,230.0,191,191.0,591,137.0
7394,Philip Rivers,QB,NYG,2004,0,6763,228,North Carolina State,1,77,1813,philiprivers/2506121,5529,376635600,0,503,31.1,139.5,297,155.2,371,170.6,437,171.5,681,139.0,941,124.5,738,127.0,941,115.0,579,138.0
10051,2017 3rd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,166,20.3,185.6,159,185.6,187,205.9,172,219.8,695,138.0,738,138.0,579,138.0,579,138.0,579,138.0
12159,Javorius Allen,RB,BAL,2015,0,28513,220,USC,4,72,10314,0,2577253,683269200,0,681,-14.0,127.0,723,121.2,1106,113.0,1041,119.5,1832,88.5,1409,103.5,833,121.0,681,130.0,568,139.0
12261,Ty Montgomery,WR,GBP,2015,0,28482,216,Standford,3,72,10413,0,2577134,727678800,0,263,-17.3,161.5,329,150.3,579,144.3,769,136.0,667,139.5,903,128.0,534,142.0,960,114.0,556,140.0
10031,Pick 31,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,122,7.0,198.9,120,198.9,187,205.9,172,219.8,654,140.0,709,140.0,556,140.0,556,140.0,556,140.0
8416,Delanie Walker,TE,SFO,2006,delaniewalker82,7924,248,Central Missouri Sta,6,72,3976,delaniewalker/2495966,9761,461134800,0,784,3.4,121.4,695,122.8,850,124.8,1084,118.5,1467,99.0,1062,118.0,545,141.0,545,141.0,545,141.0
9843,Brandon LaFell,WR,CAR,2010,Blafell1,24053,210,LSU,3,75,5188,brandonlafell/497302,12576,531464400,0,5,-22.0,316.0,3,325.0,26,294.0,59,277.0,379,167.5,979,122.5,1151,105.0,336,164.0,534,142.0
10312,Kyle Rudolph,TE,MIN,2011,KyleRudolph82,24830,265,Notre Dame,2,78,6459,kylerudolph/2495438,14054,626590800,0,108,5.9,201.0,77,216.8,183,206.9,187,212.5,568,147.0,411,163.0,280,172.0,428,153.0,524,143.0
11925,Allen Hurns,WR,FA,2014,0,27874,205,Miami,0,75,9867,allenhurns/2550353,17177,690699600,0,3428,-6.3,52.3,3428,50.8,4281,46.1,4029,50.0,4281,44.5,3428,59.5,2198,73.0,1326,98.0,513,144.0
10032,Pick 32,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,113,7.3,200.8,113,200.8,172,208.2,153,227.7,615,144.0,654,144.0,513,144.0,513,144.0,513,144.0
9693,Danny Woodhead,RB,FA,2008,danny__woodhead,9560,200,Chadron State,0,68,5297,dannywoodhead/4327,11788,475477200,0,941,21.0,111.0,603,128.4,738,132.0,709,144.0,1020,117.5,999,122.0,1062,109.0,868,119.0,503,145.0
11529,Josh Hill,TE,FA,2013,0,26950,250,Idaho State,0,77,8764,joshhill/2541834,16143,643266000,0,4,-25.0,325.0,3,325.0,19,300.0,51,285.0,60,272.0,57,274.0,35,300.0,117,214.0,493,146.0
7391,Eli Manning,QB,SDC,2004,0,6760,218,Mississippi,1,76,1657,elimanning/2505996,5526,347346000,0,269,33.7,161.4,191,177.2,248,195.1,258,195.0,437,161.0,503,153.5,379,158.0,316,166.0,483,147.0
10744,Ladarius Green,TE,SDC,2012,king_green89,25820,240,Louisiana-Lafayette,4,78,7568,ladariusgreen/2532853,14904,643957200,0,1151,32.6,99.8,1041,104.2,709,132.4,800,132.5,885,125.5,1623,96.5,1656,87.0,850,120.0,473,148.0
10033,Pick 33,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,111,15.7,200.9,111,200.9,135,216.6,147,228.6,556,148.0,591,148.0,473,148.0,473,148.0,473,148.0
10048,Joique Bell,RB,FA,2010,JoiqueBell,24262,231,Wayne State,0,71,5986,joiquebell/497145,13536,523515600,0,4,-30.5,325.0,3,325.0,25,294.5,41,294.5,72,263.5,220,198.5,176,195.0,65,241.0,464,149.0
12158,David Cobb,RB,TEN,2015,0,28526,229,Minnesota,5,71,10369,davidcobb/2552376,2576303,739083600,0,4,-155.5,325.0,67,219.4,387,169.5,534,159.5,979,119.5,850,130.0,723,128.0,387,157.0,455,150.0
12178,Sammie Coates,WR,PIT,2015,sammiecoates11,28475,212,Auburn,3,73,10285,sammiecoates/2552470,2574549,733554000,0,850,32.2,118.2,753,119.8,545,150.3,628,151.0,493,153.5,428,160.0,263,175.0,280,172.0,445,151.0
10034,Pick 34,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,102,26.2,203.6,102,203.6,111,229.8,138,230.1,524,152.0,524,152.0,437,152.0,437,152.0,437,152.0
11658,Andre Williams,RB,NYG,2014,0,27641,230,Boston College,4,71,9407,andrewilliams/2543565,16889,714978000,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,59,273.5,153,217.0,122,213.0,329,165.0,437,152.0
11642,Blake Bortles,QB,JAC,2014,BBortles5,27531,245,Central Florida,1,77,9320,blakebortles/2543477,16724,692859600,0,1528,15.4,89.3,1128,97.4,1248,104.7,1300,109.0,1690,91.5,1467,101.0,979,113.0,364,160.0,428,153.0
9680,Rashad Jennings,RB,JAC,2009,RashadJennings,9514,231,Liberty,7,73,5273,rashadjennings/71345,12503,480661200,0,96,-16.8,207.3,87,211.9,263,190.4,316,187.5,297,182.5,172,208.0,156,200.0,253,177.0,419,154.0
12156,Jeremy Langford,RB,CHI,2015,J_Lang33,28494,208,Michigan State,4,72,10473,jeremylangford/2552379,2515416,691995600,0,1870,-2.2,79.7,2242,69.2,2242,77.5,2858,70.5,3497,57.0,2198,81.0,1409,95.0,371,159.0,411,155.0
10062,2020 2nd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,33,17.4,249.0,30,249.0,49,266.4,94,251.8,473,155.5,483,155.5,403,155.5,403,155.5,403,155.5
11656,Charles Sims,RB,TBB,2014,0,27597,211,West Virginia,3,72,9425,charlessims/2543770,16749,653720400,0,1084,-7.0,103.4,999,105.4,1467,96.4,1438,104.5,1223,107.5,1151,113.5,960,114.0,437,152.0,395,156.0
10035,Pick 35,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,98,24.9,206.6,94,206.6,104,231.5,115,240.2,464,156.0,473,156.0,395,156.0,395,156.0,395,156.0
7839,Roddy White,WR,ATL,2005,roddywhiteTV,7203,211,UAB,1,72,3161,roddywhite/2506366,8442,373525200,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,32,303.5,56,274.5,74,237.0,179,194.0,387,157.0
6982,Anquan Boldin,WR,ARI,2003,AnquanBoldin,6390,220,Florida State,2,73,2078,anquanboldin/2505587,4512,339397200,0,4,-94.8,325.0,4,314.5,108,230.2,125,234.5,144,224.5,127,229.5,117,215.0,215,185.0,379,158.0
12186,Stefon Diggs,WR,MIN,2015,stefon_diggs,28534,191,Maryland,5,72,10380,0,2976212,754549200,0,2858,-9.5,62.8,2916,59.2,3359,53.3,3948,50.5,3792,52.0,4931,42.5,4368,42.0,350,162.0,371,159.0
11248,Jordan Reed,TE,WAS,2013,Real_JordanReed,26708,237,Florida,3,74,8412,jordanreed/2540160,15860,646981200,0,4195,1.8,45.7,3292,53.4,4029,47.4,4457,46.0,4368,44.0,1908,87.0,1381,96.0,784,124.0,364,160.0
10036,Pick 36,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,78,18.7,213.3,83,213.3,102,231.9,100,248.8,445,160.0,428,160.0,364,160.0,364,160.0,364,160.0
12154,Jay Ajayi,RB,MIA,2015,JayTrain27,28537,228,Boise State,5,72,10361,jayajayi/2552582,2573300,740120400,0,1591,3.3,86.0,1274,93.8,1690,89.3,1986,88.0,1832,88.5,1175,113.0,513,144.0,473,148.0,357,161.0
12182,Devin Smith,WR,NYJ,2015,dsmithosu,28425,199,Ohio State,2,73,10423,devinsmith/2553434,2576395,699598800,0,90,-19.3,209.0,130,192.5,274,189.7,322,187.0,445,160.0,667,143.5,591,137.0,297,169.0,350,162.0
9441,Percy Harvin,WR,MIN,2009,Percy_Harvin,9286,184,Florida,1,71,5197,percyharvin/80425,12569,580798800,0,4,-43.0,325.0,7,295.5,37,282.0,78,264.5,100,249.5,117,236.0,100,223.0,628,134.0,343,163.0
9427,Michael Crabtree,WR,SFO,2009,KingCrab15,9274,215,Texas Tech,1,73,5135,michaelcrabtree/71269,12563,558594000,0,2383,18.4,73.6,1559,83.2,1656,92.0,1832,92.0,2242,77.5,2242,80.5,1353,97.0,667,131.0,336,164.0
10037,Pick 37,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,72,32.2,214.8,82,214.8,74,247.0,96,251.5,428,164.0,403,164.0,336,164.0,336,164.0,336,164.0
8493,Marques Colston,WR,NOS,2006,MarquesColston,8001,225,Hofstra,7,76,4032,marquescolston/2495821,9838,423637200,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,35,300.5,69,264.0,147,203.0,102,221.0,329,165.0
10055,2018 3rd,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,52,25.4,232.0,50,232.0,59,257.4,64,274.8,411,165.6,371,165.6,322,165.6,322,165.6,322,165.6
12185,Justin Hardy,WR,ATL,2015,FreakMagic2,28495,192,East Carolina,4,70,10399,0,2518678,693032400,0,211,-33.4,176.6,224,169.9,603,143.2,667,146.5,850,128.0,681,142.0,709,129.0,115,215.0,316,166.0
10355,Roy Helu,RB,WAS,2011,royhelujr29,24892,215,Nebraska,4,71,6593,royhelu/2495161,14192,597474000,0,4,0.0,325.0,3,325.0,8,325.0,14,325.0,47,290.5,29,299.5,35,300.0,258,176.0,310,167.0
10038,Pick 38,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,64,30.6,223.3,63,223.3,67,253.9,87,258.4,371,168.0,364,168.0,303,168.0,303,168.0,303,168.0
3291,Peyton Manning,QB,IND,1998,0,4256,230,Tennessee,1,77,1493,peytonmanning/2501863,1428,196491600,0,4,-15.0,325.0,3,325.0,14,310.0,24,310.0,74,263.0,122,232.5,50,255.0,176,195.0,303,168.0
11785,Richard Rodgers,TE,GBP,2014,0,27626,257,California,3,76,9547,richardrodgers/2550313,16786,696056400,0,74,-36.9,214.5,108,201.6,322,177.6,419,174.5,695,138.0,513,153.0,253,177.0,395,156.0,297,169.0
6997,Jason Witten,TE,DAL,2003,JasonWitten,6405,263,Tennessee,3,78,1990,jasonwitten/2505629,4527,389509200,0,150,56.4,191.3,24,253.6,72,247.7,88,256.0,133,228.0,336,176.5,224,183.0,455,150.0,291,170.0
9064,Joe Flacco,QB,BAL,2008,TeamFlacco,8795,245,Delaware,1,78,4677,joeflacco/382,11252,474699600,0,125,45.3,197.5,57,226.0,83,242.8,104,247.5,104,240.5,238,193.0,238,180.0,269,174.0,286,171.0
10409,Charles Clay,TE,MIA,2011,C42Clay,24961,255,Tulsa,6,75,6681,charlesclay/2495139,14145,603349200,0,71,-16.8,216.3,49,232.2,211,199.5,191,211.5,156,217.0,545,151.0,464,149.0,1020,111.0,280,172.0
10039,Pick 39,PICK,PICK,2016,0,0,0,0,0,0,0,0,0,6.80E+008,R,60,30.1,226.3,56,226.3,60,256.4,85,258.8,350,172.0,350,172.0,280,172.0,280,172.0,280,172.0
